Order_ID,order_date,Region,Country,Customer_ID,Customer_Name,Segment,day_to_ship,Product_ID,Category,Subcategory,Quantity,sales_THB
CA-2017-161809,2024-01-20,West,United States,TH-21100,Dixie Antat,Consumer,6.0,TEC-PH-10004922,Technology,Phones,3,5916.2
CA-2017-144526,2024-04-30,East,United States,QJ-19255,Bidget Baptista,Corporate,6.0,TEC-PH-10002549,Technology,Phones,5,24992.32
CA-2017-144526,2024-04-30,East,United States,QJ-19255,Bidget Baptista,Corporate,6.0,OFF-BI-10002353,Office Supplies,Binders,3,512.55
CA-2016-128531,2023-11-24,Central,United States,NS-18505,Gerard Luckes,Consumer,2.0,OFF-ST-10001325,Office Supplies,Storage,5,1546.04
CA-2016-128531,2023-11-24,Central,United States,NS-18505,Gerard Luckes,Consumer,2.0,TEC-AC-10002049,Technology,Accessories,3,10974.83
CA-2016-128531,2023-11-24,Central,United States,NS-18505,Gerard Luckes,Consumer,2.0,OFF-FA-10002676,Office Supplies,Fasteners,3,160.21
CA-2016-128531,2023-11-24,Central,United States,NS-18505,Gerard Luckes,Consumer,2.0,TEC-AC-10003023,Technology,Accessories,2,3503.38
CA-2016-128531,2023-11-24,Central,United States,NS-18505,Gerard Luckes,Consumer,2.0,OFF-PA-10000167,Office Supplies,Paper,3,2742.16
CA-2016-128531,2023-11-24,Central,United States,NS-18505,Gerard Luckes,Consumer,2.0,OFF-AR-10003405,Office Supplies,Art,3,517.81
CA-2016-107615,2023-03-22,West,United States,RB-19645,Hester Woolmington,Corporate,3.0,TEC-AC-10001013,Technology,Accessories,2,
CA-2016-122728,2023-05-18,West,United States,EB-13930,Bradan De Bruijne,Consumer,6.0,OFF-ST-10000604,Office Supplies,Storage,3,
CA-2016-122728,2023-05-18,West,United States,EB-13930,Bradan De Bruijne,Consumer,6.0,OFF-PA-10004040,Office Supplies,Paper,3,
US-2016-101497,2023-09-29,West,United States,PS-18760,Dur I'anson,Consumer,2.0,OFF-PA-10000176,Office Supplies,Paper,1,
CA-2016-147585,2023-11-07,West,United States,CB-12535,Maxy Kendrew,Corporate,5.0,FUR-FU-10002597,Furniture,Furnishings,3,534.81
CA-2017-149489,2024-04-24,East,United States,DK-12835,Ede Mariaud,Corporate,3.0,OFF-AP-10002495,Office Supplies,Appliances,2,3658.33
CA-2017-149489,2024-04-24,East,United States,DK-12835,Ede Mariaud,Corporate,3.0,OFF-BI-10002813,Office Supplies,Binders,2,43.78
CA-2017-149489,2024-04-24,East,United States,DK-12835,Ede Mariaud,Corporate,3.0,OFF-BI-10002414,Office Supplies,Binders,2,277.03
US-2016-158708,2023-06-26,Central,United States,AB-10255,Florrie Hucker,Home Office,3.0,TEC-AC-10003133,Technology,Accessories,2,
CA-2016-154788,2023-04-30,East,United States,JL-15835,Jocko Borrows,Consumer,4.0,OFF-BI-10003314,Office Supplies,Binders,2,
US-2017-164056,2024-04-29,East,United States,FM-14215,Yorgo Reubel,Corporate,5.0,FUR-TA-10001307,Furniture,Tables,5,38116.99
US-2016-131149,2023-07-10,Central,United States,LH-17155,Lonna Sprigging,Consumer,4.0,OFF-ST-10000689,Office Supplies,Storage,3,
US-2016-131149,2023-07-10,Central,United States,LH-17155,Lonna Sprigging,Consumer,4.0,OFF-AR-10002135,Office Supplies,Art,4,
CA-2016-155670,2023-08-13,South,United States,EM-14065,Adella Melluish,Consumer,4.0,OFF-BI-10000138,Office Supplies,Binders,8,
CA-2016-155670,2023-08-13,South,United States,EM-14065,Adella Melluish,Consumer,4.0,OFF-PA-10004947,Office Supplies,Paper,3,
CA-2017-146024,2024-03-02,Central,United States,SC-20770,Clemens Riddich,Corporate,6.0,OFF-SU-10001935,Office Supplies,Supplies,4,251.57
CA-2017-146024,2024-03-02,Central,United States,SC-20770,Clemens Riddich,Corporate,6.0,OFF-BI-10003291,Office Supplies,Binders,7,440.75
CA-2016-129686,2023-11-27,Central,United States,GG-14650,Wilburt Quinane,Corporate,2.0,OFF-ST-10004337,Office Supplies,Storage,2,3509.26
CA-2016-129686,2023-11-27,Central,United States,GG-14650,Wilburt Quinane,Corporate,2.0,TEC-AC-10001266,Technology,Accessories,6,2234.83
CA-2016-124667,2023-11-11,East,United States,BD-11770,Saunder Dottrell,Consumer,5.0,TEC-AC-10003447,Technology,Accessories,3,2166.22
CA-2016-124667,2023-11-11,East,United States,BD-11770,Saunder Dottrell,Consumer,5.0,OFF-ST-10002276,Office Supplies,Storage,1,3011.11
CA-2016-140774,2023-09-05,Central,United States,BE-11455,Fraze Deakes,Home Office,5.0,OFF-AR-10004022,Office Supplies,Art,3,
CA-2016-100965,2023-07-07,West,United States,RM-19375,Maurise Leatt,Consumer,4.0,FUR-FU-10003039,Furniture,Furnishings,5,
CA-2016-121034,2023-08-08,Central,United States,JF-15565,Rosette Cutajar,Consumer,2.0,OFF-FA-10000585,Office Supplies,Fasteners,4,
CA-2016-121034,2023-08-08,Central,United States,JF-15565,Rosette Cutajar,Consumer,2.0,OFF-PA-10001994,Office Supplies,Paper,3,
CA-2016-149461,2023-11-13,West,United States,AS-10135,Gard Perryn,Home Office,6.0,FUR-FU-10004270,Furniture,Furnishings,1,151.04
US-2016-116729,2023-12-25,West,United States,GK-14620,Zachary Peppard,Corporate,3.0,TEC-PH-10002200,Technology,Phones,7,92965.43
US-2016-116729,2023-12-25,West,United States,GK-14620,Zachary Peppard,Corporate,3.0,OFF-PA-10002005,Office Supplies,Paper,7,1637.04
US-2016-116729,2023-12-25,West,United States,GK-14620,Zachary Peppard,Corporate,3.0,TEC-AC-10001465,Technology,Accessories,7,9175.48
CA-2016-165484,2023-10-23,Central,United States,HK-14890,Amos Drinkwater,Corporate,6.0,FUR-FU-10001196,Furniture,Furnishings,7,582.5
CA-2016-165484,2023-10-23,Central,United States,HK-14890,Amos Drinkwater,Corporate,6.0,OFF-PA-10000595,Office Supplies,Paper,3,1976.38
CA-2016-167507,2023-12-22,West,United States,SA-20830,Genny Askaw,Consumer,6.0,OFF-BI-10003694,Office Supplies,Binders,10,1132.93
CA-2016-167507,2023-12-22,West,United States,SA-20830,Genny Askaw,Consumer,6.0,FUR-FU-10001935,Furniture,Furnishings,4,428.29
CA-2016-167507,2023-12-22,West,United States,SA-20830,Genny Askaw,Consumer,6.0,FUR-FU-10002878,Furniture,Furnishings,1,824.16
CA-2017-122693,2024-02-19,South,United States,NH-18610,Murvyn Lillegard,Corporate,2.0,OFF-AP-10002518,Office Supplies,Appliances,7,44576.28
CA-2016-157763,2023-07-18,South,United States,KH-16330,Leland Gatecliffe,Corporate,5.0,FUR-CH-10000988,Furniture,Chairs,1,
US-2017-158512,2024-01-12,East,United States,DA-13450,Linnell Ahmed,Home Office,5.0,OFF-PA-10001804,Office Supplies,Paper,6,1452.91
US-2017-158512,2024-01-12,East,United States,DA-13450,Linnell Ahmed,Home Office,5.0,FUR-FU-10004973,Furniture,Furnishings,2,1365.91
US-2017-121251,2024-03-26,East,United States,GM-14440,Barnabe Kirsopp,Consumer,1.0,FUR-BO-10001918,Furniture,Bookcases,2,9374.63
US-2017-121251,2024-03-26,East,United States,GM-14440,Barnabe Kirsopp,Consumer,1.0,TEC-PH-10004896,Technology,Phones,4,4366.15
CA-2017-118857,2024-04-15,West,United States,AH-10075,Clayborne Learmonth,Corporate,3.0,FUR-FU-10004460,Furniture,Furnishings,5,7052.35
CA-2016-148201,2023-08-26,West,United States,CC-12145,Auroora Moxom,Consumer,3.0,OFF-PA-10000019,Office Supplies,Paper,1,
CA-2017-112039,2024-03-25,Central,United States,JC-15775,Danielle Garnsey,Consumer,4.0,TEC-PH-10000984,Technology,Phones,3,17119.1
US-2017-166611,2024-03-28,South,United States,CK-12760,Marj Hanford,Corporate,5.0,OFF-BI-10001191,Office Supplies,Binders,9,2488.65
CA-2016-118570,2023-11-13,East,United States,CC-12430,Stevana Thurling,Home Office,4.0,OFF-PA-10001289,Office Supplies,Paper,7,7843.26
CA-2017-154718,2024-01-19,Central,United States,DL-12865,Marcelia Strathearn,Consumer,4.0,OFF-LA-10003714,Office Supplies,Labels,2,215.92
CA-2016-147578,2023-04-22,West,United States,PG-18895,Hal Balser,Consumer,4.0,FUR-FU-10001889,Furniture,Furnishings,3,
CA-2016-100083,2023-11-24,West,United States,CD-11980,Hermione Wadman,Consumer,5.0,OFF-PA-10000241,Office Supplies,Paper,1,914.05
CA-2016-140543,2023-06-29,South,United States,Co-12640,Jacintha Andriuzzi,Consumer,4.0,OFF-ST-10000563,Office Supplies,Storage,6,
CA-2016-151141,2023-08-20,Central,United States,DW-13480,Allyn Jotham,Home Office,3.0,TEC-PH-10004924,Technology,Phones,2,
US-2016-150567,2023-05-17,South,United States,RP-19855,Albrecht MacIlwrick,Corporate,4.0,OFF-BI-10001757,Office Supplies,Binders,2,
US-2016-150567,2023-05-17,South,United States,RP-19855,Albrecht MacIlwrick,Corporate,4.0,OFF-BI-10000069,Office Supplies,Binders,6,
CA-2016-105963,2023-11-15,West,United States,SC-20770,Clemens Riddich,Corporate,7.0,TEC-AC-10003832,Technology,Accessories,3,3558.68
CA-2017-124597,2024-04-30,South,United States,AS-10630,Pinchas Colliber,Home Office,5.0,OFF-LA-10003190,Office Supplies,Labels,2,169.96
CA-2017-124597,2024-04-30,South,United States,AS-10630,Pinchas Colliber,Home Office,5.0,OFF-AR-10002280,Office Supplies,Art,3,572.75
CA-2017-124597,2024-04-30,South,United States,AS-10630,Pinchas Colliber,Home Office,5.0,OFF-LA-10001569,Office Supplies,Labels,3,440.85
CA-2016-156685,2023-07-08,Central,United States,SC-20230,Wanda Srutton,Corporate,2.0,TEC-PH-10004345,Technology,Phones,9,
CA-2016-156685,2023-07-08,Central,United States,SC-20230,Wanda Srutton,Corporate,2.0,OFF-AR-10000588,Office Supplies,Art,3,
CA-2017-102834,2024-03-09,West,United States,LW-16990,Kevin Habbema,Corporate,4.0,TEC-AC-10001908,Technology,Accessories,2,7292.92
US-2016-139710,2023-06-09,West,United States,GM-14680,Munroe O'Driscoll,Consumer,6.0,TEC-PH-10001198,Technology,Phones,3,
US-2017-101539,2024-03-16,West,United States,VM-21685,Talbot Oaker,Home Office,2.0,OFF-PA-10001972,Office Supplies,Paper,1,237.58
US-2017-101539,2024-03-16,West,United States,VM-21685,Talbot Oaker,Home Office,2.0,OFF-ST-10004180,Office Supplies,Storage,1,1705.23
US-2017-101539,2024-03-16,West,United States,VM-21685,Talbot Oaker,Home Office,2.0,TEC-PH-10004165,Technology,Phones,3,24197.16
CA-2016-152121,2023-11-27,West,United States,CC-12670,Tabitha Vardey,Consumer,2.0,TEC-PH-10002483,Technology,Phones,1,9741.29
CA-2016-112109,2023-07-08,West,United States,JE-15715,Celie Mersh,Consumer,4.0,OFF-BI-10002082,Office Supplies,Binders,2,
CA-2016-112109,2023-07-08,West,United States,JE-15715,Celie Mersh,Consumer,4.0,OFF-ST-10001505,Office Supplies,Storage,7,
CA-2016-112109,2023-07-08,West,United States,JE-15715,Celie Mersh,Consumer,4.0,OFF-BI-10001634,Office Supplies,Binders,4,
CA-2016-112109,2023-07-08,West,United States,JE-15715,Celie Mersh,Consumer,4.0,FUR-CH-10004287,Furniture,Chairs,3,
CA-2016-112669,2023-04-14,West,United States,KT-16465,Batsheva Bryson,Consumer,0.0,FUR-CH-10004086,Furniture,Chairs,4,
CA-2016-112669,2023-04-14,West,United States,KT-16465,Batsheva Bryson,Consumer,0.0,OFF-ST-10001228,Office Supplies,Storage,4,
US-2017-143028,2024-04-11,Central,United States,SC-20050,Cleavland Grix,Home Office,7.0,OFF-BI-10004738,Office Supplies,Binders,3,418.55
CA-2016-145905,2023-09-18,South,United States,AM-10705,Howie Reynalds,Consumer,5.0,FUR-CH-10001854,Furniture,Chairs,1,
CA-2016-145905,2023-09-18,South,United States,AM-10705,Howie Reynalds,Consumer,5.0,OFF-PA-10000533,Office Supplies,Paper,2,
CA-2016-145905,2023-09-18,South,United States,AM-10705,Howie Reynalds,Consumer,5.0,OFF-ST-10003716,Office Supplies,Storage,4,
CA-2016-168354,2023-09-19,East,United States,RH-19510,Noreen Arens,Home Office,2.0,OFF-ST-10001490,Office Supplies,Storage,9,
CA-2016-168354,2023-09-19,East,United States,RH-19510,Noreen Arens,Home Office,2.0,OFF-PA-10002377,Office Supplies,Paper,3,
CA-2016-168354,2023-09-19,East,United States,RH-19510,Noreen Arens,Home Office,2.0,OFF-BI-10004826,Office Supplies,Binders,3,
CA-2016-168354,2023-09-19,East,United States,RH-19510,Noreen Arens,Home Office,2.0,FUR-CH-10004675,Furniture,Chairs,4,
CA-2016-113516,2023-09-08,West,United States,VM-21685,Talbot Oaker,Home Office,2.0,OFF-BI-10002225,Office Supplies,Binders,2,
CA-2016-113516,2023-09-08,West,United States,VM-21685,Talbot Oaker,Home Office,2.0,OFF-BI-10001989,Office Supplies,Binders,4,
CA-2016-128923,2023-12-09,Central,United States,GB-14530,Daisy Caldairou,Corporate,4.0,OFF-PA-10002250,Office Supplies,Paper,2,344.48
CA-2016-128923,2023-12-09,Central,United States,GB-14530,Daisy Caldairou,Corporate,4.0,OFF-AR-10000475,Office Supplies,Art,1,342.14
CA-2016-136434,2023-12-01,Central,United States,RD-19480,Ken Browne,Consumer,6.0,FUR-FU-10001196,Furniture,Furnishings,3,620.43
CA-2016-146521,2023-07-21,East,United States,CC-12610,Gilbertine Lorrain,Corporate,2.0,OFF-BI-10000301,Office Supplies,Binders,1,
CA-2016-129693,2023-11-26,West,United States,TC-20980,Aurea Roddie,Corporate,6.0,OFF-BI-10002954,Office Supplies,Binders,2,262.22
CA-2017-104647,2024-02-23,West,United States,CK-12595,Kenny Rodson,Consumer,7.0,OFF-PA-10002870,Office Supplies,Paper,6,1346.27
CA-2016-140501,2023-06-23,East,United States,IM-15070,Gena Dendle,Consumer,5.0,OFF-LA-10003510,Office Supplies,Labels,4,
CA-2016-140501,2023-06-23,East,United States,IM-15070,Gena Dendle,Consumer,5.0,OFF-LA-10000248,Office Supplies,Labels,5,
CA-2016-140501,2023-06-23,East,United States,IM-15070,Gena Dendle,Consumer,5.0,OFF-ST-10000060,Office Supplies,Storage,5,
CA-2016-140501,2023-06-23,East,United States,IM-15070,Gena Dendle,Consumer,5.0,OFF-PA-10003129,Office Supplies,Paper,3,
CA-2016-140501,2023-06-23,East,United States,IM-15070,Gena Dendle,Consumer,5.0,OFF-FA-10004076,Office Supplies,Fasteners,2,
US-2016-146570,2023-05-15,South,United States,SN-20710,Barbie Kroin,Home Office,5.0,OFF-BI-10001718,Office Supplies,Binders,8,
US-2016-146570,2023-05-15,South,United States,SN-20710,Barbie Kroin,Home Office,5.0,OFF-AR-10004602,Office Supplies,Art,4,
US-2016-146570,2023-05-15,South,United States,SN-20710,Barbie Kroin,Home Office,5.0,OFF-AR-10003856,Office Supplies,Art,3,
CA-2016-130267,2023-09-19,West,United States,SW-20245,Job Robotham,Consumer,4.0,OFF-PA-10002222,Office Supplies,Paper,7,
CA-2017-155460,2024-04-13,West,United States,RW-19630,Gregory Boulds,Corporate,2.0,OFF-PA-10002479,Office Supplies,Paper,1,188.64
CA-2017-155460,2024-04-13,West,United States,RW-19630,Gregory Boulds,Corporate,2.0,OFF-BI-10003091,Office Supplies,Binders,5,32008.63
US-2016-152051,2023-06-25,East,United States,TS-21160,Brittany Karpfen,Corporate,4.0,FUR-CH-10002965,Furniture,Chairs,3,
US-2016-152051,2023-06-25,East,United States,TS-21160,Brittany Karpfen,Corporate,4.0,OFF-BI-10004781,Office Supplies,Binders,4,
US-2016-152051,2023-06-25,East,United States,TS-21160,Brittany Karpfen,Corporate,4.0,OFF-ST-10001713,Office Supplies,Storage,6,
CA-2017-102771,2024-03-31,East,United States,DO-13435,Corenda Petegrew,Consumer,5.0,TEC-PH-10001536,Technology,Phones,5,3078.47
US-2016-120460,2023-04-30,Central,United States,BF-11170,Kit Trowill,Home Office,5.0,FUR-FU-10004973,Furniture,Furnishings,3,
CA-2016-111115,2023-07-25,West,United States,LB-16735,Rourke Ambrogioni,Consumer,2.0,OFF-FA-10000624,Office Supplies,Fasteners,6,
CA-2016-141019,2023-05-14,East,United States,LH-17155,Lonna Sprigging,Consumer,0.0,FUR-FU-10002937,Furniture,Furnishings,1,
CA-2017-166296,2024-03-13,West,United States,KF-16285,Cherlyn Esch,Home Office,6.0,OFF-PA-10004359,Office Supplies,Paper,3,11473.53
CA-2016-154018,2023-10-13,Central,United States,HA-14920,Rafi Cornillot,Consumer,6.0,TEC-AC-10002402,Technology,Accessories,3,6868.0
CA-2016-154018,2023-10-13,Central,United States,HA-14920,Rafi Cornillot,Consumer,6.0,OFF-PA-10000551,Office Supplies,Paper,2,296.51
CA-2016-154018,2023-10-13,Central,United States,HA-14920,Rafi Cornillot,Consumer,6.0,FUR-FU-10003394,Furniture,Furnishings,5,5005.68
CA-2016-154018,2023-10-13,Central,United States,HA-14920,Rafi Cornillot,Consumer,6.0,OFF-AR-10002067,Office Supplies,Art,1,567.83
CA-2016-154018,2023-10-13,Central,United States,HA-14920,Rafi Cornillot,Consumer,6.0,OFF-BI-10004140,Office Supplies,Binders,7,224.88
CA-2017-117870,2024-01-27,East,United States,JH-15820,Othella McAster,Consumer,3.0,OFF-AR-10004078,Office Supplies,Art,3,509.58
CA-2017-117870,2024-01-27,East,United States,JH-15820,Othella McAster,Consumer,3.0,TEC-AC-10000927,Technology,Accessories,3,2616.84
CA-2017-117870,2024-01-27,East,United States,JH-15820,Othella McAster,Consumer,3.0,TEC-PH-10003931,Technology,Phones,3,3925.92
CA-2016-112025,2023-07-30,Central,United States,LS-16975,Gerhard Storie,Home Office,5.0,OFF-BI-10002353,Office Supplies,Binders,3,
CA-2016-128818,2023-05-07,East,United States,CJ-12010,Midge Yukhnin,Consumer,4.0,OFF-BI-10000309,Office Supplies,Binders,7,
CA-2016-128818,2023-05-07,East,United States,CJ-12010,Midge Yukhnin,Consumer,4.0,OFF-LA-10003923,Office Supplies,Labels,3,
CA-2016-128818,2023-05-07,East,United States,CJ-12010,Midge Yukhnin,Consumer,4.0,FUR-CH-10002084,Furniture,Chairs,4,
CA-2016-128818,2023-05-07,East,United States,CJ-12010,Midge Yukhnin,Consumer,4.0,TEC-MA-10000488,Technology,Machines,5,
CA-2016-128818,2023-05-07,East,United States,CJ-12010,Midge Yukhnin,Consumer,4.0,TEC-AC-10001767,Technology,Accessories,5,
CA-2016-128818,2023-05-07,East,United States,CJ-12010,Midge Yukhnin,Consumer,4.0,FUR-FU-10001940,Furniture,Furnishings,8,
CA-2016-101378,2023-07-14,South,United States,RH-19600,Gerri Dymidowicz,Consumer,0.0,TEC-AC-10002345,Technology,Accessories,2,
CA-2016-128412,2023-12-10,West,United States,AP-10915,Rosalinde Crofthwaite,Consumer,7.0,OFF-BI-10001718,Office Supplies,Binders,3,5650.59
CA-2016-128412,2023-12-10,West,United States,AP-10915,Rosalinde Crofthwaite,Consumer,7.0,OFF-AP-10002082,Office Supplies,Appliances,3,2404.46
CA-2016-128412,2023-12-10,West,United States,AP-10915,Rosalinde Crofthwaite,Consumer,7.0,OFF-PA-10001125,Office Supplies,Paper,4,4560.16
CA-2016-128412,2023-12-10,West,United States,AP-10915,Rosalinde Crofthwaite,Consumer,7.0,OFF-AP-10000252,Office Supplies,Appliances,3,1291.65
CA-2016-128412,2023-12-10,West,United States,AP-10915,Rosalinde Crofthwaite,Consumer,7.0,TEC-AC-10003038,Technology,Accessories,5,1646.77
CA-2016-136483,2023-12-01,South,United States,AG-10390,Merle Kiddy,Consumer,5.0,OFF-AR-10000940,Office Supplies,Art,2,168.6
CA-2016-164350,2023-09-10,South,United States,CG-12040,Tiphany Hinrichsen,Home Office,2.0,OFF-AR-10000538,Office Supplies,Art,3,
CA-2016-162313,2023-11-27,Central,United States,VB-21745,Theobald Wabb,Corporate,3.0,OFF-AP-10003842,Office Supplies,Appliances,6,5991.5
CA-2016-106383,2023-03-19,West,United States,BT-11440,Alfons Abyss,Consumer,2.0,FUR-BO-10002202,Furniture,Bookcases,1,
CA-2016-139157,2023-10-01,East,United States,GM-14680,Munroe O'Driscoll,Consumer,4.0,FUR-TA-10003238,Furniture,Tables,1,11939.29
CA-2016-122322,2023-07-15,West,United States,RH-19510,Noreen Arens,Home Office,6.0,OFF-SU-10000952,Office Supplies,Supplies,5,
CA-2016-146633,2023-11-15,West,United States,TG-21310,Myron Goulthorp,Consumer,2.0,OFF-BI-10003527,Office Supplies,Binders,1,36406.46
CA-2016-146633,2023-11-15,West,United States,TG-21310,Myron Goulthorp,Consumer,2.0,OFF-BI-10002982,Office Supplies,Binders,7,1365.47
US-2016-126893,2023-11-26,East,United States,CT-11995,Kyla Lucken,Consumer,5.0,TEC-PH-10004165,Technology,Phones,3,17750.83
CA-2016-117849,2023-04-15,West,United States,JK-16120,Heddie Kobieriecki,Home Office,2.0,OFF-PA-10004327,Office Supplies,Paper,3,
CA-2016-164091,2023-09-17,East,United States,LA-16780,Katy Brettoner,Corporate,5.0,TEC-PH-10001944,Technology,Phones,3,
CA-2016-164091,2023-09-17,East,United States,LA-16780,Katy Brettoner,Corporate,5.0,FUR-FU-10004952,Furniture,Furnishings,2,
CA-2017-122994,2024-02-06,South,United States,MV-17485,Nicolina Begent,Consumer,3.0,FUR-BO-10004015,Furniture,Bookcases,3,13175.44
CA-2016-131065,2023-11-14,South,United States,AA-10375,Grannie Carruthers,Consumer,2.0,TEC-AC-10004145,Technology,Accessories,2,18442.15
CA-2016-131065,2023-11-14,South,United States,AA-10375,Grannie Carruthers,Consumer,2.0,OFF-PA-10002479,Office Supplies,Paper,1,194.76
CA-2016-131065,2023-11-14,South,United States,AA-10375,Grannie Carruthers,Consumer,2.0,OFF-BI-10004970,Office Supplies,Binders,2,304.68
CA-2016-132143,2023-09-03,East,United States,FM-14215,Yorgo Reubel,Corporate,2.0,OFF-PA-10002713,Office Supplies,Paper,7,
CA-2016-112676,2023-05-05,South,United States,PJ-18835,Pebrook Baselli,Corporate,3.0,OFF-PA-10003971,Office Supplies,Paper,3,
CA-2017-115154,2024-01-08,West,United States,RS-19420,Mickie McKern,Corporate,3.0,FUR-TA-10001950,Furniture,Tables,2,32365.11
CA-2016-115574,2023-12-23,Central,United States,BP-11185,Ewan Chastel,Corporate,1.0,FUR-BO-10003441,Furniture,Bookcases,2,5212.76
CA-2017-165491,2024-03-20,West,United States,HW-14935,Tobi Tender,Corporate,4.0,TEC-AC-10000358,Technology,Accessories,7,9572.55
CA-2016-155187,2023-09-24,West,United States,LA-16780,Katy Brettoner,Corporate,2.0,OFF-ST-10000642,Office Supplies,Storage,2,
CA-2016-155187,2023-09-24,West,United States,LA-16780,Katy Brettoner,Corporate,2.0,OFF-PA-10000380,Office Supplies,Paper,5,
CA-2017-136497,2024-04-16,East,United States,RF-19840,Isabelle Shildrake,Consumer,4.0,OFF-BI-10001553,Office Supplies,Binders,5,498.48
CA-2017-123659,2024-02-10,East,United States,MN-17935,Dieter McMeanma,Consumer,3.0,OFF-PA-10002464,Office Supplies,Paper,4,850.63
US-2016-129469,2023-09-23,East,United States,KL-16555,Jeni Hassey,Corporate,4.0,FUR-FU-10002298,Furniture,Furnishings,6,
US-2016-129469,2023-09-23,East,United States,KL-16555,Jeni Hassey,Corporate,4.0,OFF-AR-10000315,Office Supplies,Art,2,
CA-2017-119669,2024-01-24,South,United States,TP-21130,Ermentrude Pickhaver,Consumer,6.0,OFF-FA-10000053,Office Supplies,Fasteners,3,204.69
CA-2016-118052,2023-05-06,East,United States,BE-11455,Fraze Deakes,Home Office,4.0,OFF-FA-10004248,Office Supplies,Fasteners,2,
CA-2016-118052,2023-05-06,East,United States,BE-11455,Fraze Deakes,Home Office,4.0,OFF-PA-10002581,Office Supplies,Paper,2,
CA-2016-118052,2023-05-06,East,United States,BE-11455,Fraze Deakes,Home Office,4.0,FUR-FU-10004848,Furniture,Furnishings,7,
US-2017-117534,2024-03-25,West,United States,CV-12295,Dawn Sturm,Consumer,1.0,OFF-AP-10002403,Office Supplies,Appliances,4,6406.89
US-2017-117534,2024-03-25,West,United States,CV-12295,Dawn Sturm,Consumer,1.0,OFF-AR-10003087,Office Supplies,Art,9,583.04
US-2017-117534,2024-03-25,West,United States,CV-12295,Dawn Sturm,Consumer,1.0,OFF-BI-10002026,Office Supplies,Binders,4,6766.47
US-2017-117534,2024-03-25,West,United States,CV-12295,Dawn Sturm,Consumer,1.0,TEC-PH-10000141,Technology,Phones,4,7685.35
US-2017-117534,2024-03-25,West,United States,CV-12295,Dawn Sturm,Consumer,1.0,TEC-CO-10000971,Technology,Copiers,2,17468.78
CA-2017-145877,2024-04-01,Central,United States,AS-10090,Kingsly Vowden,Consumer,3.0,OFF-ST-10000649,Office Supplies,Storage,6,3430.62
CA-2017-145877,2024-04-01,Central,United States,AS-10090,Kingsly Vowden,Consumer,3.0,OFF-EN-10001990,Office Supplies,Envelopes,5,1034.29
US-2016-110170,2023-09-27,Central,United States,HM-14860,Kat Westgarth,Corporate,6.0,FUR-BO-10000780,Furniture,Bookcases,7,
CA-2017-144589,2024-01-20,West,United States,TM-21010,Laurena Blackly,Consumer,5.0,OFF-AR-10003631,Office Supplies,Art,5,890.51
CA-2017-144589,2024-01-20,West,United States,TM-21010,Laurena Blackly,Consumer,5.0,TEC-PH-10003072,Technology,Phones,3,13246.32
CA-2017-155985,2024-03-23,West,United States,BE-11335,Randi Twaite,Home Office,2.0,FUR-FU-10000758,Furniture,Furnishings,8,7639.09
CA-2016-156300,2023-12-29,Central,United States,TB-21595,Logan Danielsen,Consumer,4.0,FUR-CH-10001714,Furniture,Chairs,5,27007.88
CA-2016-107202,2023-05-21,West,United States,LC-16930,Holden Schust,Corporate,7.0,TEC-MA-10000112,Technology,Machines,10,
CA-2016-155551,2023-04-18,Central,United States,CR-12580,Willetta Drew,Home Office,5.0,OFF-ST-10003656,Office Supplies,Storage,3,
CA-2016-155551,2023-04-18,Central,United States,CR-12580,Willetta Drew,Home Office,5.0,OFF-PA-10001560,Office Supplies,Paper,2,
CA-2016-169922,2023-06-11,Central,United States,MZ-17515,Trumann Britt,Corporate,6.0,OFF-BI-10003784,Office Supplies,Binders,4,
CA-2016-169922,2023-06-11,Central,United States,MZ-17515,Trumann Britt,Corporate,6.0,OFF-BI-10001617,Office Supplies,Binders,4,
CA-2016-169922,2023-06-11,Central,United States,MZ-17515,Trumann Britt,Corporate,6.0,FUR-FU-10004415,Furniture,Furnishings,7,
CA-2016-146934,2023-05-22,East,United States,AF-10870,Kassi Down,Consumer,5.0,TEC-PH-10004614,Technology,Phones,5,
CA-2016-146934,2023-05-22,East,United States,AF-10870,Kassi Down,Consumer,5.0,FUR-TA-10003748,Furniture,Tables,2,
CA-2016-146934,2023-05-22,East,United States,AF-10870,Kassi Down,Consumer,5.0,OFF-AP-10003217,Office Supplies,Appliances,4,
CA-2016-146934,2023-05-22,East,United States,AF-10870,Kassi Down,Consumer,5.0,TEC-AC-10002399,Technology,Accessories,5,
CA-2016-146934,2023-05-22,East,United States,AF-10870,Kassi Down,Consumer,5.0,OFF-EN-10002973,Office Supplies,Envelopes,6,
CA-2016-146934,2023-05-22,East,United States,AF-10870,Kassi Down,Consumer,5.0,TEC-PH-10001336,Technology,Phones,2,
CA-2016-140207,2023-11-05,West,United States,CS-12400,Ailbert Malpas,Home Office,5.0,OFF-BI-10003963,Office Supplies,Binders,5,1069.76
CA-2017-140949,2024-03-17,East,United States,DB-13405,Connie Dilks,Consumer,5.0,OFF-LA-10000081,Office Supplies,Labels,5,682.85
CA-2017-140949,2024-03-17,East,United States,DB-13405,Connie Dilks,Consumer,5.0,TEC-PH-10000149,Technology,Phones,6,4359.32
